SAMN22233966
SAMN15782603
SAMN15782602
SAMN15782457
SAMN15782439
SAMN15782600
SAMN15782599
SAMN15782598
SAMN15782596
SAMN15782595
SAMN15782594
SAMN15782592
SAMN15782591
SAMN15782590
SAMN15782589
SAMN15782456
SAMN15782588
SAMN15782587
SAMN15783112
SAMN15783111
SAMN15783110
SAMN15782503
SAMN15783109
SAMN15783108
SAMN15783107
SAMN15783106
SAMN15783105
SAMN15783104
SAMN15783103
SAMN15783102
SAMN15783101
SAMN15783100
SAMN15782502
SAMN15783099
SAMN15783098
SAMN15783097
SAMN15783096
SAMN15783095
SAMN15783094
SAMN15783093
SAMN15783092
SAMN15783091
SAMN15782486
SAMN15782936
SAMN15782935
SAMN15782934
SAMN15782933
SAMN15782932
SAMN15782931
SAMN15782930
SAMN15782929
SAMN15782928
SAMN15782927
SAMN15782485
SAMN15782926
SAMN15782925
SAMN15782924
SAMN15782923
SAMN15782922
SAMN15782921
SAMN15782511
SAMN15782510
SAMN15782509
SAMN15783169
SAMN15783168
SAMN15783167
SAMN15783166
SAMN15783165
SAMN15783164
SAMN15783163
SAMN15783162
SAMN15783161
SAMN15783160
SAMN15782508
SAMN15783159
SAMN15783158
SAMN15783157
SAMN15783156
SAMN15783048
SAMN15783047
SAMN15783046
SAMN15783044
SAMN15783045
SAMN15783043
SAMN15783042
SAMN15783041
SAMN15783040
SAMN15782496
SAMN15783039
SAMN15783038
SAMN15783037
SAMN15783036
SAMN15783031
SAMN15783033
SAMN15783035
SAMN15783034
SAMN15783032
SAMN15783030
SAMN15782495
SAMN15783029
SAMN15783028
SAMN15783027
SAMN15782958
SAMN15782488
SAMN15782957
SAMN15782956
SAMN15782955
SAMN15782954
SAMN15782953
SAMN15782952
SAMN15782951
SAMN15782950
SAMN15782949
SAMN15782947
SAMN15782487
SAMN15782442
SAMN15782946
SAMN15782945
SAMN15782944
SAMN15782943
SAMN15782942
SAMN15782941
SAMN15782940
SAMN15782939
SAMN15782938
SAMN15782937
SAMN15783004
SAMN15783003
SAMN15783002
SAMN15783001
SAMN15783000
SAMN15782492
SAMN15782999
SAMN15782998
SAMN15782997
SAMN15782996
SAMN15782995
SAMN15782994
SAMN15782991
SAMN15782989
SAMN15782988
SAMN15782990
SAMN15782491
SAMN15782992
SAMN15782993
SAMN15782986
SAMN15782987
SAMN15782983
SAMN15782982
SAMN15782984
SAMN15782915
SAMN15782914
SAMN15782913
SAMN15782912
SAMN15782911
SAMN15782910
SAMN15782909
SAMN15782908
SAMN15782907
SAMN15782483
SAMN15782906
SAMN15782905
SAMN15782904
SAMN15782903
SAMN15782902
SAMN15782901
SAMN15782900
SAMN15782899
SAMN15782898
SAMN15782897
SAMN15782482
SAMN15782896
SAMN15782895
SAMN15782894
SAMN15782893
SAMN15782892
SAMN15782891
SAMN15782890
SAMN15782889
SAMN15782888
SAMN15782887
SAMN15782481
SAMN15782886
SAMN15782885
SAMN15782884
SAMN15782883
SAMN15782882
SAMN15782881
SAMN15782880
SAMN15782879
SAMN15782878
SAMN15782877
SAMN15782480
SAMN15782876
SAMN15782875
SAMN15782874
SAMN15782873
SAMN15782872
SAMN15782783
SAMN15782782
SAMN15782781
SAMN15782780
SAMN15782778
SAMN15782777
SAMN15782776
SAMN15782774
SAMN15782773
SAMN15782470
SAMN15782772
SAMN15782770
SAMN15782769
SAMN15782768
SAMN15782766
SAMN15782765
SAMN15782764
SAMN15782762
SAMN15782761
SAMN15782760
SAMN15782469
SAMN15782759
SAMN15782757
SAMN15782756
SAMN15782568
SAMN15782559
SAMN15782554
SAMN15782533
SAMN15782532
SAMN15782531
SAMN15782530
SAMN15782529
SAMN15782528
SAMN15782527
SAMN15782446
SAMN15782526
SAMN15782525
SAMN15782524
SAMN15782523
SAMN15782522
SAMN15782521
SAMN15782520
SAMN15782519
SAMN15782518
SAMN15782517
SAMN15783069
SAMN15783068
SAMN15783067
SAMN15783066
SAMN15783065
SAMN15783064
SAMN15783063
SAMN15783062
SAMN15783061
SAMN15783060
SAMN15782498
SAMN15783059
SAMN15783058
SAMN15783057
SAMN15783056
SAMN15783055
SAMN15783054
SAMN15783053
SAMN15783051
SAMN15783052
SAMN15783050
SAMN15782497
SAMN15782443
SAMN15783049
SAMN15782668
SAMN15782666
SAMN15782462
SAMN15782665
SAMN15782664
SAMN15782663
SAMN15782660
SAMN15782659
SAMN15782658
SAMN15782656
SAMN15782655
SAMN15782654
SAMN15782652
SAMN15782461
SAMN15782651
SAMN15782649
SAMN15782648
SAMN15782647
SAMN15782646
SAMN15782644
SAMN15782643
SAMN15782641
SAMN15782640
SAMN15782639
SAMN15782728
SAMN15782724
SAMN15782720
SAMN15782543
SAMN15782451
SAMN15782716
SAMN15782708
SAMN15782704
SAMN15782700
SAMN15782696
SAMN15782542
SAMN15782692
SAMN15782688
SAMN15782681
SAMN15782541
SAMN15782450
SAMN15782677
SAMN15782671
SAMN15782540
SAMN15782670
SAMN15782661
SAMN15782657
SAMN15782539
SAMN15782653
SAMN10227777
SAMN10227781
SAMN10227779
SAMN10227780
SAMN10227778
SAMN13385562
SAMN10231922
SAMN10231923
SAMN10231915
SAMN10231914
SAMN10231913
SAMN10231912
SAMN10231911
SAMN10231910
SAMN10231909
SAMN10231908
SAMN10231907
SAMN10231906
SAMN10231924
SAMN10231902
SAMN10231903
SAMN10231900
SAMN10231901
SAMN10231898
SAMN10231899
SAMN10231896
SAMN10231897
SAMN10231916
SAMN10231917
SAMN10231918
SAMN10231919
SAMN10231920
SAMN10231921
SAMN10231904
SAMN10231905
SAMN10231894
SAMN10231895
SAMN10231892
SAMN10231893
SAMN10231890
SAMN10231891
SAMN10231888
SAMN10231889
SAMN10231886
SAMN10231887
SAMN06268550
SAMN06268549
SAMN10388040
SAMN10388036
SAMN10388031
SAMN10388032
SAMN10388037
SAMN10388030
SAMN10388033
SAMN10388044
SAMN10388043
SAMN10388042
SAMN10388029
SAMN10388028
SAMN10388039
SAMN10388038
SAMN10388034
SAMN10388041
SAMN10388035
SAMN10864217
SAMN14515492
SAMEA5198207
SAMN16686071
SAMN10843738
SAMN10843737
SAMN10843740
SAMN10843739
SAMN10843742
SAMN10843741
SAMN10843744
SAMN10843743
SAMN10843746
SAMN10843745
SAMN10843750
SAMN10843749
SAMN10843748
SAMN10843747
SAMN10843754
SAMN10843753
SAMN10843752
SAMN10843751
SAMN06266226
SAMN06264534
SAMN06266227
SAMN06266253
SAMN06265058
SAMN06266255
SAMN06266254
SAMN06266250
SAMN06266256
SAMN06266248
SAMN06264700
SAMN06266249
SAMN06265052
SAMN06266251
SAMN06264493
SAMN06265051
SAMN06266252
SAMN06264494
SAMN06266259
SAMN06265049
SAMN06266258
SAMN06266257
SAMN06264699
SAMN06266237
SAMN06265050
SAMN06267346
SAMN06267160
SAMN06267156
SAMN06267155
SAMN06267158
SAMN06267157
SAMN06267161
SAMN06267162
SAMN06267163
SAMN06267164
SAMN06267165
SAMN06267167
SAMN06267166
SAMN06267168
SAMN06267170
SAMN06267169
SAMN06267171
SAMN06267173
SAMN06267172
SAMN06267175
SAMN06267174
SAMN06267176
SAMN06267177
SAMN06267178
SAMN06267179
SAMN06267180
SAMN06267181
SAMN06267185
SAMN06267182
SAMN06267186
SAMN06267187
SAMN06267190
SAMN06267188
SAMN06267189
SAMN06267192
SAMN06267194
SAMN06267193
SAMN06265874
SAMN06266238
SAMN06267196
SAMN06265205
SAMN06267197
SAMN06266262
SAMN06266263
SAMN06264704
SAMN06266264
SAMN06266267
SAMN06266265
SAMN06266269
SAMN06264512
SAMN06266243
SAMN06266239
SAMN06264703
SAMN06265195
SAMN06264511
SAMN06266270
SAMN06266244
SAMN06266247
SAMN06266245
SAMN06264702
SAMN06266246
SAMN06264701
SAMN06266240
SAMN06266099
SAMN06266140
SAMN06266132
SAMN06265044
SAMN06264751
SAMN06266100
SAMN06266133
SAMN06264750
SAMN06266141
SAMN06264414
SAMN06266142
SAMN06266101
SAMN06264749
SAMN06266143
SAMN06266102
SAMN06266124
SAMN06266307
SAMN06266073
SAMN06266072
SAMN06264446
SAMN06266203
SAMN06264782
SAMN06266202
SAMN06266079
SAMN06264781
SAMN04886668
SAMN04886669
SAMN04886670
SAMN04886671
SAMN04886672
SAMN04886673
SAMN04886674
SAMN04886675
SAMN04886676
SAMN04886677
SAMN04886678
SAMN04886679
SAMN04886680
SAMN04886681
SAMN04886682
SAMN04886683
SAMN06343719
SAMN06343720
SAMN06343723
SAMN06343722
SAMN06343721
SAMN06343724
SAMN06343725
SAMN06343729
SAMN06343726
SAMN06343727
SAMN06343728
SAMN06343730
SAMN06343731
SAMN06343732
SAMN06343734
SAMN06343733
SAMN06343735
SAMN06343736
SAMN06343738
SAMN06343737
SAMN06343739
SAMN06343740
SAMN06343743
SAMN09094674
SAMN09094399
SAMN09094731
SAMN09094405
SAMN09093962
SAMN09094400
SAMN09093990
SAMN09094673
SAMN09094621
SAMN09093955
SAMN09094646
SAMN09093903
SAMN09093902
SAMN09093897
SAMN09094403
SAMN09093988
SAMN09093992
SAMN09093989
SAMN09093934
SAMN09094019
SAMN09093993
SAMN09094404
SAMN09094014
SAMN09093930
SAMN09094678
SAMN09093840
SAMN09093901
SAMN09094012
SAMN09094618
SAMN09094616
SAMN09093835
SAMN09093838
SAMN09094017
SAMN09093899
SAMN09094015
SAMN09094016
SAMN09093959
SAMN09093931
SAMN09094672
SAMN09094677
SAMN09093957
SAMN09094675
SAMN09093956
SAMN09093960
SAMN09094401
SAMN09094622
SAMN09093961
SAMN09093837
SAMN09094623
SAMN09093839
SAMN09093834
SAMN09094402
SAMN09094620
SAMN09094737
SAMN09094011
SAMN09093932
SAMN09094648
SAMN09093842
SAMN09094730
SAMN09094651
SAMN09093928
SAMN09094617
SAMN09094018
SAMN09094735
SAMN09094679
SAMN09093836
SAMN09094647
SAMN09093841
SAMN09094676
SAMN09093963
SAMN09094619
SAMN09093898
SAMN09094736
SAMN09094013
SAMN09094700
SAMN09093929
SAMN09094732
SAMN09094733
SAMN09094734
SAMN09094644
SAMN09094645
SAMN09093900
SAMN09093986
SAMN09093958
SAMN09093933
SAMN09093987
SAMN09093994
SAMN09094505
SAMN09094082
SAMN09094343
SAMN09094084
SAMN09093748
SAMN09094102
SAMN09094321
SAMN09093743
SAMN09094320
SAMN09093776
SAMN09094368
SAMN09094393
SAMN09093769
SAMN09094394
SAMN09094526
SAMN09094322
SAMN09094370
SAMN09093789
SAMN09093786
SAMN09094529
SAMN09094319
SAMN09093747
SAMN09094527
SAMN09094078
SAMN09094373
SAMN09093871
SAMN09094101
SAMN09093872
SAMN09093787
SAMN09093793
SAMN09093790
SAMN09094085
SAMN09094525
SAMN09094081
SAMN09094396
SAMN09094532
SAMN09094531
SAMN09094345
SAMN09093744
SAMN09093745
SAMN09093873
SAMN09094346
SAMN09093875
SAMN09093751
SAMN09094344
SAMN09094507
SAMN09093749
SAMN09094098
SAMN09093775
SAMN09093773
SAMN09093774
SAMN09094528
SAMN09094100
SAMN09094099
SAMN09094340
SAMN09093791
SAMN09094372
SAMN09094317
SAMN09093750
SAMN09094103
SAMN09094369
SAMN09094083
SAMN09094375
SAMN09093746
SAMN09093788
SAMN09094530
SAMN09094316
SAMN09093870
SAMN09094097
SAMN09094347
SAMN09094506
SAMN09094342
SAMN09093874
SAMN09093785
SAMN09093869
SAMN09093792
SAMN09094315
SAMN09093868
SAMN09093876
SAMN09094080
SAMN09094079
SAMN09094077
SAMN09094395
SAMN09093771
SAMN09094341
SAMN09093770
SAMN09094371
SAMN09093777
SAMN09094318
SAMN09199286
SAMN09200164
SAMN09199565
SAMN09200167
SAMN09199844
SAMN09199572
SAMN09200177
SAMN09199129
SAMN09199548
SAMN09200157
SAMN09199520
SAMN09199704
SAMN09200152
SAMN09199571
SAMN09200168
SAMN09199162
SAMN09199131
SAMN09199845
SAMN09199524
SAMN09200162
SAMN09199518
SAMN09199135
SAMN09200151
SAMN09199165
SAMN09199168
SAMN09200165
SAMN09199138
SAMN09199552
SAMN09199159
SAMN09199525
SAMN09200176
SAMN09199707
SAMN09199550
SAMN09200170
SAMN09199547
SAMN09200166
SAMN09199283
SAMN09199567
SAMN09199706
SAMN09199167
SAMN09200174
SAMN09199164
SAMN09199282
SAMN09200163
SAMN09200154
SAMN09199526
SAMN09199133
SAMN09199134
SAMN09200175
SAMN09199285
SAMN09199522
SAMN09199130
SAMN09199849
SAMN09200172
SAMN09199166
SAMN09199549
SAMN09199284
SAMN09199705
SAMN09199566
SAMN09199521
SAMN09199502
SAMN09200150
SAMN09199523
SAMN09199160
SAMN09199848
SAMN09199564
SAMN09200156
SAMN09199517
SAMN09199568
SAMN09199543
SAMN09199132
SAMN09094701
SAMN09199316
SAMN09094030
SAMN09094032
SAMN09094417
SAMN09199341
SAMN09093895
SAMN09094156
SAMN09199317
SAMN09094412
SAMN09094152
SAMN09200147
SAMN09199313
SAMN09094438
SAMN09199836
SAMN09094035
SAMN09094414
SAMN09199833
SAMN09094586
SAMN09094413
SAMN09094566
SAMN09200149
SAMN09094031
SAMN09094034
SAMN09094562
SAMN09199835
SAMN09199290
SAMN09094703
SAMN09199291
SAMN09094157
SAMN09094180
SAMN09094177
SAMN09094033
SAMN09094036
SAMN09094560
SAMN09199288
SAMN09094183
SAMN09094561
SAMN09094437
SAMN09199834
SAMN09199319
SAMN09199312
SAMN09094119
SAMN09199314
SAMN09094038
SAMN09094122
SAMN09094439
SAMN09094416
SAMN09094123
SAMN09094397
SAMN09094150
SAMN09094706
SAMN09094704
SAMN09094154
SAMN09094037
SAMN09094564
SAMN09199318
SAMN09094565
SAMN09199343
SAMN09200148
SAMN09093896
SAMN09094707
SAMN09200159
SAMN09199320
SAMN09094158
SAMN09094559
SAMN09094181
SAMN09199289
SAMN09094118
SAMN09094702
SAMN09094151
SAMN09094155
SAMN09200160
SAMN09199843
SAMN09094563
SAMN09094179
SAMN09199287
SAMN09199315
SAMN09094185
SAMN09094184
SAMN09094182
SAMN09094418
SAMN09199842
SAMN09094121
SAMN09094120
SAMN09094415
SAMN09200158
SAMN09094153
SAMN09094178
SAMN09200189
SAMN09199403
SAMN09199479
SAMN09199481
SAMN09200217
SAMN09199499
SAMN09199419
SAMN09200197
SAMN09199414
SAMN09200213
SAMN09199441
SAMN09200049
SAMN09199400
SAMN09200071
SAMN09200198
SAMN09199494
SAMN09200214
SAMN09199458
SAMN09199455
SAMN09200212
SAMN09199480
SAMN09199483
SAMN09199475
SAMN09200054
SAMN09199498
SAMN09199397
SAMN09199398
SAMN09199456
SAMN09199459
SAMN09199482
SAMN09200179
SAMN09199478
SAMN09200200
SAMN09200181
SAMN09200047
SAMN09199477
SAMN09199415
SAMN09199416
SAMN09200048
SAMN09199401
SAMN09200218
SAMN09199497
SAMN09199422
SAMN09199495
SAMN09199440
SAMN09199439
SAMN09200192
SAMN09200178
SAMN09199496
SAMN09200196
SAMN09200053
SAMN09200211
SAMN09199421
SAMN09199500
SAMN09199420
SAMN09200193
SAMN09199417
SAMN09200069
SAMN09199457
SAMN09200194
SAMN09199463
SAMN09199396
SAMN09200191
SAMN09199423
SAMN09200190
SAMN09200216
SAMN09199454
SAMN09200070
SAMN09199395
SAMN09199461
SAMN09199394
SAMN09199402
SAMN09200180
SAMN09199476
SAMN09199474
SAMN09199437
SAMN09200199
SAMN09200215
SAMN09199435
SAMN09200052
SAMN09199442
SAMN09199383
SAMN09200057
SAMN09200073
SAMN09199309
SAMN09200033
SAMN09200201
SAMN09199732
SAMN09199335
SAMN09199275
SAMN09199336
SAMN09200037
SAMN09199302
SAMN09199157
SAMN09199305
SAMN09199151
SAMN09199156
SAMN09199377
SAMN09199279
SAMN09199333
SAMN09200036
SAMN09199334
SAMN09199338
SAMN09199362
SAMN09200094
SAMN09200204
SAMN09200075
SAMN09199274
SAMN09200072
SAMN09199155
SAMN09200059
SAMN09199355
SAMN09200091
SAMN09200035
SAMN09199375
SAMN09199378
SAMN09200034
SAMN09199153
SAMN09199358
SAMN09199359
SAMN09199306
SAMN09199733
SAMN09200095
SAMN09200096
SAMN09199304
SAMN09200058
SAMN09199307
SAMN09199380
SAMN09199303
SAMN09199281
SAMN09199311
SAMN09200203
SAMN09199731
SAMN09200038
SAMN09199374
SAMN09199379
SAMN09200202
SAMN09200093
SAMN09199354
SAMN09199340
SAMN09199276
SAMN09200056
SAMN09199382
SAMN09199280
SAMN09199363
SAMN09199278
SAMN09199272
SAMN09199337
SAMN09199361
SAMN09200076
SAMN09200097
SAMN09199376
SAMN09200055
SAMN09199158
SAMN09199310
SAMN09200092
SAMN09200060
SAMN09200090
SAMN09199356
SAMN09199273
SAMN09199360
SAMN09200074
SAMN09199357
SAMN09199308
SAMN09199154
SAMN09200039
SAMN09199331
SAMN09200040
SAMN09199277
SAMN09199332
SAMN09199339
SAMN09199734
SAMN09199488
SAMN09199573
SAMN09199764
SAMN09199575
SAMN09199149
SAMN09199763
SAMN09199489
SAMN09199762
SAMN09199535
SAMN09199485
SAMN09199512
SAMN09200109
SAMN09199681
SAMN09199578
SAMN09200082
SAMN09199542
SAMN09199539
SAMN09199574
SAMN09199761
SAMN09199577
SAMN09199559
SAMN09200125
SAMN09199472
SAMN09199128
SAMN09199473
SAMN09199737
SAMN09199540
SAMN09199553
SAMN09200118
SAMN09199735
SAMN09199562
SAMN09200108
SAMN09200081
SAMN09200080
SAMN09200120
SAMN09199490
SAMN09199491
SAMN09199484
SAMN09200121
SAMN09199486
SAMN09199510
SAMN09200119
SAMN09199127
SAMN09199516
SAMN09199125
SAMN09200084
SAMN09199533
SAMN09200062
SAMN09199576
SAMN09199126
SAMN09199537
SAMN09199556
SAMN09199738
SAMN09200124
SAMN09199150
SAMN09200078
SAMN09199679
SAMN09200079
SAMN09199541
SAMN09199557
SAMN09199471
SAMN09200077
SAMN09199511
SAMN09200061
SAMN09199680
SAMN09199534
SAMN09199538
SAMN09199470
SAMN09199736
SAMN09199555
SAMN09199469
SAMN09199487
SAMN09199561
SAMN09199560
SAMN09199558
SAMN09199515
SAMN09199514
SAMN09200107
SAMN09199536
SAMN09199513
SAMN09200123
SAMN09200083
SAMN09199554
SAMN09199468
SAMN09199708
SAMN09199682
SAMN09199406
SAMN09200134
SAMN09199467
SAMN09199387
SAMN09199413
SAMN09199686
SAMN09199424
SAMN09200139
SAMN09199389
SAMN09199695
SAMN09199699
SAMN09199351
SAMN09199366
SAMN09199765
SAMN09199386
SAMN09199411
SAMN09199684
SAMN09199412
SAMN09199792
SAMN09199426
SAMN09199447
SAMN09200133
SAMN09199432
SAMN09199371
SAMN09200111
SAMN09199365
SAMN09199709
SAMN09200136
SAMN09199685
SAMN09200138
SAMN09199453
SAMN09199766
SAMN09199353
SAMN09199433
SAMN09199444
SAMN09199393
SAMN09199372
SAMN09199793
SAMN09199367
SAMN09199391
SAMN09199698
SAMN09199465
SAMN09199388
SAMN09199390
SAMN09199404
SAMN09199408
SAMN09199693
SAMN09199452
SAMN09199407
SAMN09199449
